aharon	6.091529095633586e-6
alex	4.807206705027096e-5
alexander	5.863471848703461e-5
annie	2.0315099496275555e-5
barak	1.350338962086263e-5
basic	3.343739345450495e-4
berezovsky	1.0520640891276528e-4
bill	2.079822076937753e-4
bloom	1.176295273639589e-5
boris	5.3443415366125206e-5
carswell	2.67067039168172e-5
charlie	5.230312913147458e-5
coen	5.761446238234722e-6
cohan	2.8177073008866684e-5
cohen	2.9737464698388588e-5
d	4.089726603171928e-4
darren	5.833464316212656e-5
douglas	3.882974704310276e-5
element	1.1918991905348081e-4
emoto	2.0405122093747973e-5
frederick	6.961747537866956e-6
garnero	1.1672930138923473e-5
gaylor	2.844714080128394e-5
ikuhisa	5.131288055927799e-6
ishii	5.0262616922099785e-5
james	1.423257266038921e-4
jim	4.576148704847891e-5
kapranos	5.70143117325311e-6
laurie	2.1755461055834235e-5
lawrence	1.7914496897011088e-5
lisa	3.258818028501515e-5
lovebug	9.302335072149811e-7
m	6.921537444329276e-4
mario	2.2265589108177934e-5
masaru	1.443362312807761e-5
mccall	3.630911431387507e-5
mccartney	2.871720859370119e-5
minowa	7.081777667830179e-6
nassim	5.062270731198945e-5
nicholas	4.039013873262466e-5
pimentel	9.932493254456733e-6
potanin	1.341336702339021e-5
rendell	2.7396877164105734e-5
rodrigo	1.2063028061303948e-5
roustam	3.5708963664058954e-6
rowse	4.639164523078583e-5
ruth	2.8807231191173607e-5
satoshi	3.426860210450027e-5
savage	5.1192850429314765e-5
smith	1.0922741826653327e-4
starski	1.0502636371782046e-6
steyer	1.320331429595457e-6
taleb	6.622662420720849e-5
tariko	4.861220263510546e-6
vladimir	5.6684228875132234e-5
william	1.1306838242535642e-4
